,cops,cop,cop,,cop,cop
,is,is,is,,,
,passin,passin,passin,,,
,',',',,,
,hustle,hustl,hustl,,hustl,hustl
,hard,hard,hard,,,
,for,for,for,,,
,the,the,the,,,
,dough,dough,dough,,,
,with,with,with,,,
,the,the,the,,,
,cops,cop,cop,,cop,cop
,harassin,harassin,harassin,,,
,',',',,,
,mashin',mashin',mashin',,,
,still,still,stil,,,stil
,tryin,tryin,tryin,,,
,',',',,,
,to,to,to,,,
,duck,duck,duck,,,
,the,the,the,,,
,coppers,copper,cop,,copper,cop
,see,see,see,,,
,we,we,we,,,
,all,all,al,,,al
,gettin,gettin,gettin,,,
,',',',,,
,money,money,money,,,
,so,so,so,,,
,they,they,they,,,
,love,love,lov,,,lov
,to,to,to,,,
,watch,watch,watch,,,
,us,us,us,,,
,feds,fed,fed,,fed,fed
,ca,ca,ca,,,
,n't,n't,n't,,,
,stop,stop,stop,,,
,us,us,us,,,
,choppers,chopper,chop,,chopper,chop
,is,is,is,,,
,circlin',circlin',circlin',,,
,fiends,fiend,fiend,,fiend,fiend
,need,need,nee,,,nee
,another,anoth,anoth,,anoth,anoth
,fix,fix,fix,,,
,so,so,so,,,
,they,they,they,,,
,chirped,chirp,chirp,,chirp,chirp
,again,again,again,,,
,keep,keep,keep,,,
,a,a,a,,,
,murk,murk,murk,,,
,in,in,in,,,
,him,him,him,,,
,when,when,when,,,
,i,i,i,,,
,'m,'m,'m,,,
,stuck,stuck,stuck,,,
,in,in,in,,,
,the,the,the,,,
,zone,zone,zon,,,zon
,back,back,back,,,
,seat,seat,seat,,,
,with,with,with,,,
,the,the,the,,,
,chrome,chrome,chrome,,,
,homie,homi,hom,,homi,hom
,trip,trip,trip,,,
,then,then,then,,,
,it,it,it,,,
,'s,'s,'s,,,
,on,on,on,,,
,got,got,got,,,
,the,the,the,,,
,throne,throne,throne,,,
,i,i,i,,,
,'m,'m,'m,,,
,just,just,just,,,
,waitin,waitin,waitin,,,
,',',',,,
,on,on,on,,,
,the,the,the,,,
,crown,crown,crown,,,
,comp,comp,comp,,,
,town,town,town,,,
,is,is,is,,,
,the,the,the,,,
,city,citi,city,,citi,
,he,he,he,,,
,just,just,just,,,
,wan,wan,wan,,,
,na,na,na,,,
,be,be,be,,,
,down,down,down,,,
,he,he,he,,,
,a,a,a,,,
,fake,fake,fak,,,fak
,and,and,and,,,
,he,he,he,,,
,know,know,know,,,
,that,that,that,,,
,i,i,i,,,
,'m,'m,'m,,,
,the,the,the,,,
,truth,truth,tru,,,tru
,i,i,i,,,
,'ll,'ll,'ll,,,
,show,show,show,,,
,'em,'em,'em,,,
,streets,street,streets,,street,
,already,alreadi,already,,alreadi,
,know,know,know,,,
,so,so,so,,,
,it,it,it,,,
,'s,'s,'s,,,
,nothin,nothin,nothin,,,
,',',',,,
,stop,stop,stop,,,
,frontin,frontin,frontin,,,
,',',',,,
,and,and,and,,,
,you,you,you,,,
,will,will,wil,,,wil
,be,be,be,,,
,fine,fine,fin,,,fin
,you,you,you,,,
,was,wa,was,,wa,
,once,onc,ont,,onc,ont
,number,number,numb,,,numb
,one,one,on,,,on
,now,now,now,,,
,that,that,that,,,
,spot,spot,spot,,,
,bares,bare,bar,,bare,bar
,mine,mine,min,,,min
,boy,boy,boy,,,
,so,so,so,,,
,flawless,flawless,flawless,,,
,i,i,i,,,
,'m,'m,'m,,,
,lawless,lawless,lawless,,,
,roll,roll,rol,,,rol
,out,out,out,,,
,the,the,the,,,
,blue,blue,blu,,,blu
,park,park,park,,,
,and,and,and,,,
,i,i,i,,,
,'m,'m,'m,,,
,lookin,lookin,lookin,,,
,',',',,,
,for,for,for,,,
,targets,target,target,,target,target
,watch,watch,watch,,,
,them,them,them,,,
,he,he,he,,,
,'s,'s,'s,,,
,hot,hot,hot,,,
,do,do,do,,,
,n't,n't,n't,,,
,knock,knock,knock,,,
,him,him,him,,,
,that,that,that,,,
,dude,dude,dud,,,dud
,ca,ca,ca,,,
,n't,n't,n't,,,
,stop,stop,stop,,,
,him,him,him,,,
,i,i,i,,,
,'m,'m,'m,,,
,one,one,on,,,on
,big,big,big,,,
,problem,problem,problem,,,
,see,see,see,,,
,i,i,i,,,
,told,told,told,,,
,them,them,them,,,
,that,that,that,,,
,the,the,the,,,
,game,game,gam,,,gam
,'s,'s,'s,,,
,over,over,ov,,,ov
,i,i,i,,,
,'m,'m,'m,,,
,commercial,commerci,commerc,,commerci,commerc
,without,without,without,,,
,havin,havin,havin,,,
,',',',,,
,to,to,to,,,
,change,chang,chang,,chang,chang
,over,over,ov,,,ov
,a-1,a-1,a-1,,,
,bakin,bakin,bakin,,,
,',',',,,
,soda,soda,sod,,,sod
,this,thi,thi,,thi,thi
,that,that,that,,,
,uncut,uncut,uncut,,,
,kings,king,king,,king,king
,of,of,of,,,
,la,la,la,,,
,who,who,who,,,
,tha,tha,tha,,,
,fuck,fuck,fuck,,,
,want,want,want,,,
,what,what,what,,,
,marcy,marci,marcy,,marci,
,marcy,marci,marcy,,marci,
,what,what,what,,,
,since,sinc,sint,,sinc,sint
,i,i,i,,,
,retired,retir,retir,,retir,retir
,that,that,that,,,
,'s,'s,'s,,,
,when,when,when,,,
,marcy,marci,marcy,,marci,
,lost,lost,lost,,,
,me,me,me,,,
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,west,west,west,,,
,coast,coast,coast,,,
,ridah,ridah,ridah,,,
,flossy,flossi,flossy,,flossi,
,flossy,flossi,flossy,,flossi,
,grind,grind,grind,,,
,hard,hard,hard,,,
,for,for,for,,,
,the,the,the,,,
,dough,dough,dough,,,
,dog,dog,dog,,,
,and,and,and,,,
,rocks,rock,rock,,rock,rock
,is,is,is,,,
,costly,costli,cost,,costli,cost
,still,still,stil,,,stil
,servin,servin,servin,,,
,',',',,,
,still,still,stil,,,stil
,pitchin,pitchin,pitchin,,,
,',',',,,
,it,it,it,,,
,money,money,money,,,
,on,on,on,,,
,my,my,my,,,
,mind,mind,mind,,,
,so,so,so,,,
,i,i,i,,,
,'m,'m,'m,,,
,still,still,stil,,,stil
,gettin,gettin,gettin,,,
,',',',,,
,it,it,it,,,
,mav,mav,mav,,,
,in,in,in,,,
,the,the,the,,,
,six,six,six,,,
,dl,dl,dl,,,
,in,in,in,,,
,the,the,the,,,
,five,five,fiv,,,fiv
,four,four,four,,,
,three,three,three,,,
,two,two,two,,,
,one,one,on,,,on
,homie,homi,hom,,homi,hom
,let,let,let,,,
,'s,'s,'s,,,
,ride,ride,rid,,,rid
,ced,ced,ced,,,
,all,all,al,,,al
,of,of,of,,,
,'em,'em,'em,,,
,ai,ai,ai,,,
,n't,n't,n't,,,
,like,like,lik,,,lik
,that,that,that,,,
,but,but,but,,,
,you,you,you,,,
,know,know,know,,,
,what,what,what,,,
,i,i,i,,,
,do,do,do,,,
,to,to,to,,,
,the,the,the,,,
,ones,one,on,,one,on
,that,that,that,,,
,are,are,ar,,,ar
,aww,aww,aww,,,
,man,man,man,,,
,yo,yo,yo,,,
,i,i,i,,,
,know,know,know,,,
,what,what,what,,,
,you,you,you,,,
,mean,mean,mean,,,
,but,but,but,,,
,uhh,uhh,uhh,,,
,yo,yo,yo,,,
,just,just,just,,,
,like,like,lik,,,lik
,further,further,furth,,,furth
,your,your,yo,,,yo
,aww,aww,aww,,,
,fuck,fuck,fuck,,,
,it,it,it,,,
,i,i,i,,,
,'m,'m,'m,,,
,like,like,lik,,,lik
,steve,steve,stev,,,stev
,the,the,the,,,
,wildman,wildman,wildm,,,wildm
,fuck,fuck,fuck,,,
,the,the,the,,,
,bitch,bitch,bitch,,,
,that,that,that,,,
,has,ha,has,,ha,
,no,no,no,,,
,style,style,styl,,,styl
,man,man,man,,,
,i,i,i,,,
,'m,'m,'m,,,
,mega-pimp,mega-pimp,mega-pimp,,,
,the,the,the,,,
,biggest,biggest,biggest,,,
,pimp,pimp,pimp,,,
,in,in,in,,,
,new,new,new,,,
,york,york,york,,,
,everywhere,everywher,everywh,,everywher,everywh
,i,i,i,,,
,go,go,go,,,
,you,you,you,,,
,follow,follow,follow,,,
,wherever,wherev,wherev,,wherev,wherev
,i,i,i,,,
,walk,walk,walk,,,
,on,on,on,,,
,madison,madison,madison,,,
,i,i,i,,,
,pull,pull,pul,,,pul
,a,a,a,,,
,ho,ho,ho,,,
,with,with,with,,,
,my,my,my,,,
,gold,gold,gold,,,
,voice,voic,voic,,voic,voic
,to,to,to,,,
,show,show,show,,,
,her,her,her,,,
,my,my,my,,,
,mansion,mansion,mand,,,mand
,my,my,my,,,
,custom,custom,custom,,,
,rolls,roll,rol,,roll,rol
,royce,royc,royc,,royc,royc
,i,i,i,,,
,'m,'m,'m,,,
,large,larg,larg,,larg,larg
,let,let,let,,,
,me,me,me,,,
,call,call,cal,,,cal
,up,up,up,,,
,the,the,the,,,
,president,presid,presid,,presid,presid
,or,or,or,,,
,michael,michael,michael,,,
,jackson,jackson,jackson,,,
,or,or,or,,,
,frank,frank,frank,,,
,sinatra,sinatra,sinatr,,,sinatr
,with,with,with,,,
,two,two,two,,,
,hundred,hundr,hundr,,hundr,hundr
,million,million,mil,,,mil
,dollars,dollar,doll,,dollar,doll
,baby,babi,baby,,babi,
,i,i,i,,,
,got'cha,got'cha,got'cha,,,
,a,a,a,,,
,hot,hot,hot,,,
,dog,dog,dog,,,
,now,now,now,,,
,take,take,tak,,,tak
,a,a,a,,,
,coke,coke,cok,,,cok
,and,and,and,,,
,a,a,a,,,
,frank,frank,frank,,,
,and,and,and,,,
,if,if,if,,,
,you,you,you,,,
,think,think,think,,,
,i,i,i,,,
,'m,'m,'m,,,
,a,a,a,,,
,fool,fool,fool,,,
,what,what,what,,,
,the,the,the,,,
,fuck,fuck,fuck,,,
,do,do,do,,,
,you,you,you,,,
,think,think,think,,,
,that,that,that,,,
,you,you,you,,,
,thought,thought,thought,,,
,like,like,lik,,,lik
,nellie,nelli,nel,,nelli,nel
,with,with,with,,,
,her,her,her,,,
,big,big,big,,,
,belly,belli,bel,,belli,bel
,walkin,walkin,walkin,,,
,around,around,around,,,
,smellin,smellin,smellin,,,
,pissy,pissi,pissy,,pissi,
,and,and,and,,,
,smelly,smelli,smel,,smelli,smel
,givin,givin,givin,,,
,it,it,it,,,
,all,all,al,,,al
,you,you,you,,,
,got,got,got,,,
,tryin,tryin,tryin,,,
,to,to,to,,,
,work,work,work,,,
,and,and,and,,,
,jerk,jerk,jerk,,,
,flirt,flirt,flirt,,,
,berzerk,berzerk,berzerk,,,
,you,you,you,,,
,ai,ai,ai,,,
,n't,n't,n't,,,
,fly,fli,fly,,fli,
,because,becaus,becaus,,becaus,becaus
,a,a,a,,,
,fly,fli,fly,,fli,
,has,ha,has,,ha,
,wings,wing,wing,,wing,wing
,and,and,and,,,
,i,i,i,,,
,'ll,'ll,'ll,,,
,swat,swat,swat,,,
,'em,'em,'em,,,
,urinate,urin,urin,,urin,urin
,on,on,on,,,
,'em,'em,'em,,,
,and,and,and,,,
,warn,warn,warn,,,
,'em,'em,'em,,,
,twice,twice,twic,,,twic
,to,to,to,,,
,step,step,step,,,
,to,to,to,,,
,the,the,the,,,
,next,next,next,,,
,man,man,man,,,
,you,you,you,,,
,got,got,got,,,
,that,that,that,,,
,problem,problem,problem,,,
,from,from,from,,,
,your,your,yo,,,yo
,ex-man,ex-man,ex-man,,,
,billy,billi,bil,,billi,bil
,joe,joe,joe,,,
,pickle,pickl,pickl,,pickl,pickl
,peter,peter,pet,,,pet
,and,and,and,,,
,bob,bob,bob,,,
,i,i,i,,,
,'m,'m,'m,,,
,not,not,not,,,
,a,a,a,,,
,scrambler,scrambler,scrambler,,,
,a,a,a,,,
,pickpocket,pickpocket,pickpocket,,,
,a,a,a,,,
,thief,thief,thief,,,
,i,i,i,,,
,just,just,just,,,
,max,max,max,,,
,at,at,at,,,
,hunt,hunt,hunt,,,
,'s,'s,'s,,,
,point,point,point,,,
,and,and,and,,,
,clock,clock,clock,,,
,on,on,on,,,
,the,the,the,,,
,east,east,east,,,
,smack,smack,smack,,,
,my,my,my,,,
,bitch,bitch,bitch,,,
,up,up,up,,,
,see,see,see,,,
,that,that,that,,,
,'s,'s,'s,,,
,all,all,al,,,al
,you,you,you,,,
,had,had,had,,,
,to,to,to,,,
,do,do,do,,,
,ced,ced,ced,,,
,that,that,that,,,
,'s,'s,'s,,,
,all,all,al,,,al
,you,you,you,,,
,got,got,got,,,
,ta,ta,ta,,,
,do,do,do,,,
,i,i,i,,,
,'m,'m,'m,,,
,tellin,tellin,tellin,,,
,you,you,you,,,
,word,word,word,,,
,so,so,so,,,
,it,it,it,,,
,'s,'s,'s,,,
,that,that,that,,,
,easy,easi,easy,,easi,
,yo,yo,yo,,,
,i,i,i,,,
,kinda,kinda,kind,,,kind
,know,know,know,,,
,what,what,what,,,
,you,you,you,,,
,talkin,talkin,talkin,,,
,about,about,about,,,
,keith,keith,kei,,,kei
,i,i,i,,,
,think,think,think,,,
,i,i,i,,,
,do,do,do,,,
,but,but,but,,,
,uhh,uhh,uhh,,,
,bust,bust,bust,,,
,this,thi,thi,,thi,thi
,and,and,and,,,
,sum,sum,sum,,,
,it,it,it,,,
,up,up,up,,,
,with,with,with,,,
,just,just,just,,,
,one,one,on,,,on
,verse,vers,vers,,vers,vers
,ultra,ultra,ultr,,,ultr
,just,just,just,,,
,listen,listen,list,,,list
,listen,listen,list,,,list
,so,so,so,,,
,if,if,if,,,
,a,a,a,,,
,bitch,bitch,bitch,,,
,try,tri,try,,tri,
,to,to,to,,,
,play,play,play,,,
,me,me,me,,,
,like,like,lik,,,lik
,a,a,a,,,
,dum,dum,dum,,,
,dum,dum,dum,,,
,all,all,al,,,al
,she,she,she,,,
,'ll,'ll,'ll,,,
,get,get,get,,,
,is,is,is,,,
,a,a,a,,,
,face,face,fac,,,fac
,full,full,ful,,,ful
,of,of,of,,,
,cum,cum,cum,,,
,cum,cum,cum,,,
,cum,cum,cum,,,
,cum,cum,cum,,,
,sticky,sticki,sticky,,sticki,
,wet,wet,wet,,,
,and,and,and,,,
,drippy,drippi,drippy,,drippi,
,a,a,a,,,
,face,face,fac,,,fac
,full,full,ful,,,ful
,of,of,of,,,
,hickies,hicki,hicky,,hicki,hicky
,she,she,she,,,
,'ll,'ll,'ll,,,
,never,never,nev,,,nev
,kiss,kiss,kiss,,,
,me,me,me,,,
,cause,caus,caus,,caus,caus
,when,when,when,,,
,you,you,you,,,
,try,tri,try,,tri,
,to,to,to,,,
,jerk,jerk,jerk,,,
,me,me,me,,,
,you,you,you,,,
,lose,lose,los,,,los
,i,i,i,,,
,have,have,hav,,,hav
,n't,n't,n't,,,
,got,got,got,,,
,time,time,tim,,,tim
,for,for,for,,,
,that,that,that,,,
,so,so,so,,,
,i,i,i,,,
,choose,choos,choos,,choos,choos
,to,to,to,,,
,get,get,get,,,
,a,a,a,,,
,quick,quick,quick,,,
,nut,nut,nut,,,
,wearin,wearin,wearin,,,
,a,a,a,,,
,jimmy,jimmi,jimmy,,jimmi,
,hat,hat,hat,,,
,charge,charg,charg,,charg,charg
,you,you,you,,,
,a,a,a,,,
,fee,fee,fee,,,
,cause,caus,caus,,caus,caus
,ced,ced,ced,,,
,gee,gee,gee,,,
,is,is,is,,,
,a,a,a,,,
,mega,mega,meg,,,meg
,mack,mack,mack,,,
,gamma,gamma,gamm,,,gamm
,pimpin,pimpin,pimpin,,,
,to,to,to,,,
,bitches,bitch,bitch,,bitch,bitch
,who,who,who,,,
,have,have,hav,,,hav
,n't,n't,n't,,,
,got,got,got,,,
,know,know,know,,,
,how,how,how,,,
,to,to,to,,,
,live,live,liv,,,liv
,when,when,when,,,
,you,you,you,,,
,treat,treat,tre,,,tre
,'em,'em,'em,,,
,right,right,right,,,
,from,from,from,,,
,the,the,the,,,
,start,start,start,,,
,so,so,so,,,
,bust,bust,bust,,,
,this,thi,thi,,thi,thi
,trust,trust,trust,,,
,this,thi,thi,,thi,thi
,justice,justic,just,,justic,just
,if,if,if,,,
,the,the,the,,,
,bitch,bitch,bitch,,,
,ai,ai,ai,,,
,n't,n't,n't,,,
,shit,shit,shit,,,
,you,you,you,,,
,must,must,must,,,
,get,get,get,,,
,even,even,ev,,,ev
,like,like,lik,,,lik
,me,me,me,,,
,cut,cut,cut,,,
,her,her,her,,,
,off,off,off,,,
,or,or,or,,,
,train,train,train,,,
,her,her,her,,,
,right,right,right,,,
,if,if,if,,,
,you,you,you,,,
,can,can,can,,,
,choose,choos,choos,,choos,choos
,you,you,you,,,
,must,must,must,,,
,whip,whip,whip,,,
,her,her,her,,,
,every,everi,every,,everi,
,night,night,night,,,
,all,all,al,,,al
,jokes,joke,jok,,joke,jok
,aside,asid,asid,,asid,asid
,ced,ced,ced,,,
,gee,gee,gee,,,
,i,i,i,,,
,'m,'m,'m,,,
,not,not,not,,,
,havin,havin,havin,,,
,this,thi,thi,,thi,thi
,got,got,got,,,
,no,no,no,,,
,time,time,tim,,,tim
,for,for,for,,,
,games,game,gam,,game,gam
,i,i,i,,,
,'d,'d,'d,,,
,rather,rather,rath,,,rath
,get,get,get,,,
,money,money,money,,,
,and,and,and,,,
,money,money,money,,,
,and,and,and,,,
,then,then,then,,,
,more,more,mor,,,mor
,money,money,money,,,
,ced,ced,ced,,,
,gee,gee,gee,,,
,ai,ai,ai,,,
,n't,n't,n't,,,
,no,no,no,,,
,dummy,dummi,dummy,,dummi,
,and,and,and,,,
,you,you,you,,,
,'ll,'ll,'ll,,,
,never,never,nev,,,nev
,run,run,run,,,
,me,me,me,,,
,i'ma,i'ma,i'ma,,,
,shoot,shoot,shoot,,,
,the,the,the,,,
,gift,gift,gift,,,
,cut,cut,cut,,,
,the,the,the,,,
,riff,riff,riff,,,
,a,a,a,,,
,girl,girl,girl,,,
,ai,ai,ai,,,
,n't,n't,n't,,,
,legit,legit,legit,,,
,-,-,-,,,
,i'ma,i'ma,i'ma,,,
,smack,smack,smack,,,
,the,the,the,,,
,btich,btich,btich,,,
,yeah,yeah,yeah,,,
,that,that,that,,,
,'s,'s,'s,,,
,what,what,what,,,
,you,you,you,,,
,had,had,had,,,
,to,to,to,,,
,do,do,do,,,
,that,that,that,,,
,'s,'s,'s,,,
,all,all,al,,,al
,you,you,you,,,
,had,had,had,,,
,to,to,to,,,
,do,do,do,,,
,man,man,man,,,
,that,that,that,,,
,'ll,'ll,'ll,,,
,relieve,reliev,reliev,,reliev,reliev
,a,a,a,,,
,lot,lot,lot,,,
,of,of,of,,,
,the,the,the,,,
,problem,problem,problem,,,
,you,you,you,,,
,had,had,had,,,
,to,to,to,,,
,smack,smack,smack,,,
,the,the,the,,,
,bitch,bitch,bitch,,,
,yo,yo,yo,,,
,baby,babi,baby,,babi,
,youse,yous,yous,,yous,yous
,a,a,a,,,
,sick,sick,sick,,,
,brother,brother,broth,,,broth
,man,man,man,,,
,that,that,that,,,
,'s,'s,'s,,,
,how,how,how,,,
,i,i,i,,,
,feel,feel,feel,,,
,but,but,but,,,
,you,you,you,,,
,know,know,know,,,
,what,what,what,,,
,just,just,just,,,
,smackin,smackin,smackin,,,
,a,a,a,,,
,bitch,bitch,bitch,,,
,up,up,up,,,
,y'know,y'know,y'know,,,
,what,what,what,,,
,why,whi,why,,whi,
,do,do,do,,,
,n't,n't,n't,,,
,you,you,you,,,
,tell,tell,tel,,,tel
,me,me,me,,,
,some,some,som,,,som
,more,more,mor,,,mor
,about,about,about,,,
,this,thi,thi,,thi,thi
,now,now,now,,,
,let,let,let,,,
,me,me,me,,,
,see,see,see,,,
,now,now,now,,,
,how,how,how,,,
,much,much,much,,,
,i,i,i,,,
,got,got,got,,,
,in,in,in,,,
,my,my,my,,,
,stash,stash,stash,,,
,one,one,on,,,on
,million,million,mil,,,mil
,20,20,20,,,
,million,million,mil,,,mil
,30,30,30,,,
,million,million,mil,,,mil
,40,40,40,,,
,million,million,mil,,,mil
,hmm,hmm,hmm,,,
,i,i,i,,,
,'ll,'ll,'ll,,,
,never,never,nev,,,nev
,marry,marri,marry,,marri,
,an,an,an,,,
,ass,ass,ass,,,
,fuck,fuck,fuck,,,
,it,it,it,,,
,let,let,let,,,
,'s,'s,'s,,,
,take,take,tak,,,tak
,a,a,a,,,
,ride,ride,rid,,,rid
,on,on,on,,,
,the,the,the,,,
,cruise,cruis,cru,,cruis,cru
,go,go,go,,,
,out,out,out,,,
,to,to,to,,,
,puerto,puerto,puerto,,,
,rico,rico,rico,,,
,and,and,and,,,
,drink,drink,drink,,,
,some,some,som,,,som
,booze,booz,booz,,booz,booz
,divorcee,divorce,divorc,,divorce,divorc
,freaky,freaki,freaky,,freaki,
,dominant,domin,domin,,domin,domin
,chocha,chocha,choch,,,choch
,with,with,with,,,
,all,all,al,,,al
,the,the,the,,,
,spanish,spanish,span,,,span
,rice,rice,ric,,,ric
,and,and,and,,,
,beans,bean,bean,,bean,bean
,from,from,from,,,
,goya,goya,goy,,,goy
,i,i,i,,,
,'m,'m,'m,,,
,chillin,chillin,chillin,,,
,like,like,lik,,,lik
,the,the,the,,,
,motherfuckin,motherfuckin,motherfuckin,,,
,mack,mack,mack,,,
,and,and,and,,,
,furs,fur,fur,,fur,fur
,and,and,and,,,
,diamonds,diamond,diamond,,diamond,diamond
,the,the,the,,,
,bundles,bundl,bundl,,bundl,bundl
,i,i,i,,,
,'m,'m,'m,,,
,packin,packin,packin,,,
,swass,swass,swass,,,
,and,and,and,,,
,large,larg,larg,,larg,larg
,i,i,i,,,
,'m,'m,'m,,,
,comin,comin,comin,,,
,so,so,so,,,
,gigantic,gigant,gig,,gigant,gig
,sailin,sailin,sailin,,,
,across,across,across,,,
,steppin,steppin,steppin,,,
,down,down,down,,,
,the,the,the,,,
,atlantic,atlant,atl,,atlant,atl
,i,i,i,,,
,'m,'m,'m,,,
,mega-pimp,mega-pimp,mega-pimp,,,
,pushin,pushin,pushin,,,
,hoes,hoe,hoe,,hoe,hoe
,like,like,lik,,,lik
,records,record,record,,record,record
,up,up,up,,,
,and,and,and,,,
,down,down,down,,,
,side,side,sid,,,sid
,to,to,to,,,
,side,side,sid,,,sid
,north,north,nor,,,nor
,and,and,and,,,
,south,south,sou,,,sou
,east,east,east,,,
,and,and,and,,,
,west,west,west,,,
,comin,comin,comin,,,
,out,out,out,,,
,fresh,fresh,fresh,,,
,like,like,lik,,,lik
,i,i,i,,,
,'m,'m,'m,,,
,oxygen,oxygen,oxyg,,,oxyg
,now,now,now,,,
,you,you,you,,,
,see,see,see,,,
,who,who,who,,,
,rocks,rock,rock,,rock,rock
,again,again,again,,,
,time,time,tim,,,tim
,and,and,and,,,
,time,time,tim,,,tim
,i,i,i,,,
,got,got,got,,,
,ta,ta,ta,,,
,circle,circl,circ,,circl,circ
,the,the,the,,,
,blocks,block,block,,block,block
,again,again,again,,,
,pick,pick,pick,,,
,up,up,up,,,
,the,the,the,,,
,bitch,bitch,bitch,,,
,with,with,with,,,
,the,the,the,,,
,heavier,heavier,heavy,,,heavy
,cash,cash,cash,,,
,flow,flow,flow,,,
,stop,stop,stop,,,
,and,and,and,,,
,go,go,go,,,
,keep,keep,keep,,,
,my,my,my,,,
,bank,bank,bank,,,
,and,and,and,,,
,my,my,my,,,
,stash,stash,stash,,,
,rhymes,rhyme,rhym,,rhyme,rhym
,to,to,to,,,
,move,move,mov,,,mov
,on,on,on,,,
,flowin,flowin,flowin,,,
,to,to,to,,,
,hollywood,hollywood,hollywood,,,
,shake,shake,shak,,,shak
,up,up,up,,,
,the,the,the,,,
,boulevard,boulevard,boulevard,,,
,and,and,and,,,
,then,then,then,,,
,they,they,they,,,
,say,say,say,,,
,how,how,how,,,
,you,you,you,,,
,could,could,could,,,
,pull,pull,pul,,,pul
,up,up,up,,,
,in,in,in,,,
,8,8,8,,,
,cars,car,car,,car,car
,a,a,a,,,
,truck,truck,truck,,,
,and,and,and,,,
,a,a,a,,,
,bus,bu,bus,,bu,
,you,you,you,,,
,must,must,must,,,
,be,be,be,,,
,crazy,crazi,crazy,,crazi,
,man,man,man,,,
,goin,goin,goin,,,
,mega-pimp,mega-pimp,mega-pimp,,,
,hangin,hangin,hangin,,,
,out,out,out,,,
,with,with,with,,,
,the,the,the,,,
,government,govern,govern,,govern,govern
,payin,payin,payin,,,
,my,my,my,,,
,taxes,tax,tax,,tax,tax
,and,and,and,,,
,thinkin,thinkin,thinkin,,,
,intelligent,intellig,intellig,,intellig,intellig
,for,for,for,,,
,the,the,the,,,
,upscale,upscal,upsc,,upscal,upsc
,20,20,20,,,
,billion,billion,bil,,,bil
,a,a,a,,,
,day,day,day,,,
,smack,smack,smack,,,
,my,my,my,,,
,bitch,bitch,bitch,,,
,up,up,up,,,
,ahhh,ahhh,ahhh,,,
,shit,shit,shit,,,
,well,well,wel,,,wel
,i,i,i,,,
,'ll,'ll,'ll,,,
,be,be,be,,,
,god,god,god,,,
,damned,damn,damn,,damn,damn
,the,the,the,,,
,life,life,lif,,,lif
,that,that,that,,,
,i,i,i,,,
,live,live,liv,,,liv
,is,is,is,,,
,not,not,not,,,
,of,of,of,,,
,mortal,mortal,mort,,,mort
,man,man,man,,,
,pursuin,pursuin,pursuin,,,
,my,my,my,,,
,righteous,righteou,right,,righteou,right
,hype,hype,hyp,,,hyp
,just,just,just,,,
,might,might,might,,,
,just,just,just,,,
,get,get,get,,,
,another,anoth,anoth,,anoth,anoth
,chance,chanc,chant,,chanc,chant
,to,to,to,,,
,uphold,uphold,uphold,,,
,my,my,my,,,
,lightning,lightn,lightn,,lightn,lightn
,peace,peac,peac,,peac,peac
,now,now,now,,,
,at,at,at,,,
,the,the,the,,,
,least,least,least,,,
,i,i,i,,,
,'ll,'ll,'ll,,,
,crush,crush,crush,,,
,a,a,a,,,
,motherfucker,motherfuck,motherfuck,,motherfuck,motherfuck
,that,that,that,,,
,gives,give,giv,,give,giv
,me,me,me,,,
,beef,beef,beef,,,
,i,i,i,,,
,'m,'m,'m,,,
,the,the,the,,,
,hardcore,hardcor,hardc,,hardcor,hardc
,master,master,mast,,,mast
,one,one,on,,,on
,that,that,that,,,
,has,ha,has,,ha,
,ta,ta,ta,,,
,cruise,cruis,cru,,cruis,cru
,right,right,right,,,
,past,past,past,,,
,ya,ya,ya,,,
,remain,remain,remain,,,
,disaster,disast,disast,,disast,disast
,so,so,so,,,
,step,step,step,,,
,-,-,-,,,
,what,what,what,,,
,the,the,the,,,
,fuck,fuck,fuck,,,
,you,you,you,,,
,got,got,got,,,
,beef,beef,beef,,,
,for,for,for,,,
,you,you,you,,,
,fuckin,fuckin,fuckin,,,
,with,with,with,,,
,me,me,me,,,
,for,for,for,,,
,a,a,a,,,
,kid,kid,kid,,,
,on,on,on,,,
,a,a,a,,,
,see-saw,see-saw,see-saw,,,
,the,the,the,,,
,man,man,man,,,
,in,in,in,,,
,hand,hand,hand,,,
,that,that,that,,,
,sass,sass,sass,,,
,the,the,the,,,
,clan,clan,clan,,,
,the,the,the,,,
,motherland,motherland,motherland,,,
,so,so,so,,,
,what,what,what,,,
,'s,'s,'s,,,
,your,your,yo,,,yo
,damn,damn,damn,,,
,problem,problem,problem,,,
,man,man,man,,,
,comprehend,comprehend,comprehend,,,
,and,and,and,,,
,then,then,then,,,
,if,if,if,,,
,you,you,you,,,
,still,still,stil,,,stil
,pretend,pretend,pretend,,,
,that,that,that,,,
,your,your,yo,,,yo
,rhymes,rhyme,rhym,,rhyme,rhym
,will,will,wil,,,wil
,win,win,win,,,
,i,i,i,,,
,will,will,wil,,,wil
,fuck,fuck,fuck,,,
,your,your,yo,,,yo
,girlfriend,girlfriend,girlfriend,,,
,again,again,again,,,
,and,and,and,,,
,again,again,again,,,
,and,and,and,,,
,again,again,again,,,
,and,and,and,,,
,again,again,again,,,
,and,and,and,,,
,when,when,when,,,
